"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Website,Phone,Emails,Social Medias,Facebook,Instagram,Twitter
ypid:YNE01D2A355E5E4FEA,RCI Air Conditioning Company,"16641 SW 117th Ave #10B, Miami, FL 33177",https://www.bing.com/th?id=OLC.xdDNpi91wbVvFg480x360&pid=Local,https://www.bing.com/maps?cp=25.61395835876465%7E-80.38133239746094&lvl=16.0&q=RCI%20Air%20Conditioning%20Company%20%2C%2016641%20SW%20117th%20Ave%20%2310B%2C%20Miami%2C%20FL%2033177,25.61395836,-80.3813324,4,Yelp (34),HVAC services,Open 24 hours,https://www.rci-air.com/,(305) 396-3728,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNCA282923D613E2BC,Air Control Australia,"1/123 Balliang St, Geelong Victoria 3220",https://www.bing.com/th?id=OLC.HK8iLjlQRucizA480x360&pid=Local,https://www.bing.com/maps?cp=-38.1606559753418%7E144.35549926757812&lvl=16.0&q=Air%20Control%20Australia%20%2C%201%2F123%20Balliang%20St%2C%20Geelong%20Victoria%203220,-38.16065598,144.3554993,,,Home service,,https://aircontrol.net.au/,1300 220 935,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4B94C7B844823015,Benmax ACT,"33 Hincksman St, Queanbeyan New South Wales 2620",https://www.bing.com/th?id=OLC.czaD5RJCHElZQw480x360&pid=Local,https://www.bing.com/maps?cp=-35.341148376464844%7E149.24026489257812&lvl=16.0&q=Benmax%20ACT%20%2C%2033%20Hincksman%20St%2C%20Queanbeyan%20New%20South%20Wales%202620,-35.34114838,149.2402649,,,Home service,Open · Closes 5 PM,https://benmax.com.au/,(02) 6122 3800,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN637F357C11521CCE,One Hour Heating & Air Conditioning,"677 Robert M Grissom Pkwy, Myrtle Beach, SC 29577",https://www.bing.com/th?id=OLC.0yj638mqEupM/g480x360&pid=Local,https://www.bing.com/maps?cp=33.70311737060547%7E-78.90019989013672&lvl=16.0&q=One%20Hour%20Heating%20%26%20Air%20Conditioning%20%2C%20677%20Robert%20M%20Grissom%20Pkwy%2C%20Myrtle%20Beach%2C%20SC%2029577,33.70311737,-78.90019989,3,Yelp (104),HVAC services,Open 24 hours,https://onehourmagic.com/,(843) 448-6867,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN9B1BDF0905F3BE5A,Air & Energy,"555 6th Ave W, Bradenton, FL 34205",https://www.bing.com/th?id=OLC.gA53we1JIDQRNw480x360&pid=Local,https://www.bing.com/maps?cp=27.49313735961914%7E-82.56786346435547&lvl=16.0&q=Air%20%26%20Energy%20%2C%20555%206th%20Ave%20W%2C%20Bradenton%2C%20FL%2034205,27.49313736,-82.56786346,3,Yelp (50),HVAC services,Closed · Opens 7:30 AM,https://www.airandenergy.biz/,(941) 778-0773,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNFE0E45925FE7E1E4,Advanced Cooling Systems,"1660 N Hercules Ave, Clearwater, FL 33765",https://www.bing.com/th?id=OLC.eQ6yOaDsHmMqzg480x360&pid=Local,https://www.bing.com/maps?cp=27.98196792602539%7E-82.75829315185547&lvl=16.0&q=Advanced%20Cooling%20Systems%20%2C%201660%20N%20Hercules%20Ave%2C%20Clearwater%2C%20FL%2033765,27.98196793,-82.75829315,3.5,Yelp (21),HVAC services,Closed · Opens 8 AM,http://www.acs-advancedcooling.com/,(727) 334-7155,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN9FBD80E95994B9CD,Air Masters Inc.,"7101 E 38th St Ste 7102, Tulsa, OK 74145",https://www.bing.com/th?id=OLC.ExEjw88w2RM1iw480x360&pid=Local,https://www.bing.com/maps?cp=36.108394622802734%7E-95.89705657958984&lvl=16.0&q=Air%20Masters%20Inc.%20%2C%207101%20E%2038th%20St%20Ste%207102%2C%20Tulsa%2C%20OK%2074145,36.10839462,-95.89705658,,,HVAC services,Closed · Opens 8 AM,https://www.airmastersinc.net/,(918) 299-7287,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YND2B142FF4AE63861,Badger Bob's Services,"215 Interstate Blvd, Sarasota, FL 34240",https://www.bing.com/th?id=OLC.5gsxD6qK8E+fMQ480x360&pid=Local,https://www.bing.com/maps?cp=27.33475112915039%7E-82.44552612304688&lvl=16.0&q=Badger%20Bob's%20Services%20%2C%20215%20Interstate%20Blvd%2C%20Sarasota%2C%20FL%2034240,27.33475113,-82.44552612,2.5,Yelp (99),HVAC services,Open 24 hours,http://www.badgerbobs.com/,(941) 225-2186,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNBAB67F1B2B7BA67E,Ferguson HVAC Supply,"845 N Larch Ave Ste 1, Elmhurst, IL 60126",https://www.bing.com/th?id=OLC.4RISM5UJKUoECg480x360&pid=Local,https://www.bing.com/maps?cp=41.92462158203125%7E-87.94326782226562&lvl=16.0&q=Ferguson%20HVAC%20Supply%20%2C%20845%20N%20Larch%20Ave%20Ste%201%2C%20Elmhurst%2C%20IL%2060126,41.92462158,-87.94326782,,,HVAC supplier,Closed · Opens 7 AM,https://www.ferguson.com/store/il/elmhurst/hvac-1784,(630) 458-0840,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN174B92BAEDBAE49D,Climatise,"1/57-59 Cameron St, Melbourne Victoria 3977",https://www.bing.com/th?id=OLC.PvhouWL/urhFIQ480x360&pid=Local,https://www.bing.com/maps?cp=-38.11515808105469%7E145.28915405273438&lvl=16.0&q=Climatise%20%2C%201%2F57-59%20Cameron%20St%2C%20Melbourne%20Victoria%203977,-38.11515808,145.2891541,,,HVAC supplier,Open · Closes 5 PM,https://climatise.com.au/,1300 210 300,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
